name,address,city,postal_code,phone_number,email,birthdate,last_active,latitude,longitude,active
Michelle Hartman,672 Baker Lakes Suite 304,Cameronmouth,49660,010-425-8520x917,thomas57@newman.com,2010-10-15,1987-06-18 17:59:29,-81.0960565,104.775507,false
John Santiago,9623 Bennett Camp Suite 060,Rebeccaport,16427,067.978.6541,melissa32@gmail.com,1947-06-12,2002-08-04 18:34:37,2.7529585,152.570596,true
Donna Wilson,83572 Howard Spur,New Angela,48267,(796)723-0159,kim29@campbell.net,1975-02-11,1993-09-07 10:33:14,-74.002533,87.648231,true
Adam Armstrong,91096 Mark Crest,Rodriguezport,66042,686-701-5750x388,sullivanstephen@martinez-black.net,2007-08-12,1987-12-12 03:31:31,-6.2530395,52.254744,true
Donna Pearson,332 Brenda Fort,Prestonton,74995,(556)210-8437,vbates@petersen.info,2007-03-03,1995-06-05 22:56:34,-24.752700,-92.061633,true
Mark Rivera,432 Christine Cove,Anthonystad,90836,+1-326-163-6306x01664,ecooper@moore.net,1958-01-31,1971-05-16 20:35:18,-40.0267905,173.916482,false
Lisa Fitzgerald,24299 Dustin River,Kimberlyfurt,67620,001-679-826-3120,sheppardedward@hotmail.com,1935-03-24,2005-05-16 00:28:40,-1.3700155,62.763137,true
Andrea Villarreal,08436 Wendy Stravenue,New Jessica,49272,+1-003-288-9896x9990,emartin@hotmail.com,1995-05-28,2016-10-19 04:59:41,-35.405383,1.899285,false
Elizabeth Stanley,1475 Natalie Stream Suite 596,Russellchester,80459,(932)743-3070x58209,loribeck@yahoo.com,2007-06-11,1975-05-01 16:28:31,45.4405175,-74.395622,true
Charles Nguyen,213 Walter Stravenue Apt. 893,West Elizabeth,13854,516.970.1745x802,washingtondawn@reed-shields.com,2015-04-04,2016-05-12 04:43:12,53.301622,-146.129932,true
Ryan Romero,73422 Kathryn Ridges Suite 022,Browntown,48981,747.836.6522,bfriedman@branch-macias.info,2001-03-06,1973-11-05 02:21:08,78.877515,146.932139,false
Ashley Mejia,2900 Green Burgs,Catherineview,40767,693.887.9803,james42@gmail.com,1970-02-18,2002-09-15 01:00:51,6.9600065,160.551406,true
Patrick Newton,081 Joshua Ridges,East Shannon,09380,(010)278-9773x853,seanharrell@gmail.com,1946-04-16,1974-06-03 14:27:32,82.6031945,2.692823,false
Mark Coleman,40920 Hoffman Knolls,Lorichester,30870,820-323-9730,harperkaren@parker.com,2005-02-25,2006-10-29 09:14:52,-82.323382,73.122506,true
Renee Matthews,34355 Armstrong Roads,New Jenna,83841,7012479192,stephensmith@gmail.com,2000-01-18,2007-12-28 03:49:31,64.620701,-33.676747,false
Amy Cox,542 Jennifer Parkway Apt. 613,New Victoriabury,14016,001-832-020-2966x566,johnsonleah@hotmail.com,1963-11-24,1982-10-03 07:26:06,82.7121435,-94.147465,true
Lori Houston,71545 Bryan Ramp,West Christopher,72402,(836)381-9877x7141,zcarter@yahoo.com,1968-02-08,1981-04-20 03:47:12,34.6706945,-66.088569,false
Michael Moses MD,4560 Simpson Station Suite 948,Farleytown,87649,734-695-5911,laurie94@gmail.com,1980-02-26,1970-05-30 01:56:35,-31.397247,-77.071227,true
Jennifer Lee,251 Peter Square Apt. 812,South Michael,32559,001-587-782-6705,gonzalezmonica@hernandez-payne.com,1932-04-04,2017-09-16 10:06:39,81.3364045,171.749959,true
Lisa Mitchell,91940 Franklin Stream,Lake Jacqueline,85371,+1-457-412-7597x02620,hfreeman@yahoo.com,1999-09-30,2018-07-06 00:27:57,-12.493588,-45.819036,false
James Bell,35640 Pena Gateway,Frankfurt,84125,625-066-0224x875,todd83@proctor.info,1942-11-14,2010-01-22 14:00:31,55.233766,-73.116050,true
Alexander Fields,42354 Jeffrey Spurs,Sherylfurt,30891,597.951.4975x079,ytrevino@hotmail.com,1907-02-18,2008-02-10 16:06:50,86.179740,-154.437439,true
Christopher Parker,299 Gutierrez Roads,Alejandroshire,47561,(742)251-9512,allisonallen@harris-kidd.com,1965-01-06,1983-04-11 07:08:42,-4.8623825,124.152726,true
Terri Hale,6696 Brandon Harbors Suite 340,Port Chelsea,05666,001-137-320-3620,sellerskenneth@merritt.com,1992-09-17,1985-10-01 07:36:45,33.811772,-42.366002,true
Taylor Bishop,33371 Brown Loop Suite 726,West George,24834,(411)351-0316,caitlinescobar@hotmail.com,1917-10-22,1982-12-04 08:14:30,-65.7933095,-100.587952,true
Cathy Rangel,401 Lee Lodge,Lake Jennifer,65667,433-612-3204,richard64@lozano.com,1986-01-11,1972-10-14 23:47:49,84.2608365,42.598331,true
Taylor Johnson,56642 Jean Islands,Hooverfort,48388,5405782288,zamorataylor@owens.info,1962-01-21,1984-03-03 00:05:20,-67.290220,125.567587,false
Richard Williams,1825 John Garden,West Duanefurt,85290,558.757.8107x571,hlynch@white.com,1983-06-06,1988-08-04 17:50:19,-52.451022,78.055958,false
Theodore Briggs,4364 Rios Crossing Suite 861,Leonardshire,74875,(206)105-5379x37579,parkerannette@yahoo.com,1994-01-17,1994-05-27 23:33:29,51.848368,-170.883139,false
Tracy Craig,21258 Pittman Stream Suite 092,Kennedyberg,67638,+1-612-432-7680x28545,brian36@hotmail.com,1909-05-14,2006-08-05 21:00:17,12.088528,-76.814517,false
Jessica Smith,7496 Katrina Village Suite 386,North Shawnview,67151,900-857-2750x00384,ralph25@gmail.com,1972-02-03,2018-08-21 23:10:12,24.626922,-128.119654,true
John Grimes,532 Dustin Harbor,Moodyland,54438,(707)068-1992x7882,xcross@yahoo.com,1990-02-08,2012-11-27 14:07:14,82.9960985,-76.515380,true
Janet Riggs,3929 Rivera Groves,Port Antoniofurt,58450,001-997-553-5610x36915,reginaturner@garza-avery.com,1953-11-15,1980-12-12 21:54:11,63.358038,-171.234802,true
Regina Velez,115 Michael Island Apt. 079,Robertsonberg,94448,726.127.2311x460,josephbrown@gmail.com,1997-04-11,2011-06-13 14:20:11,87.287761,-164.361672,false
Alex Garza,313 Smith Club,East John,54444,(383)041-2062,jeffrey49@johnson.info,1997-01-18,2011-05-24 20:08:31,-19.013784,158.118952,false
Sarah Webb,5626 Miles Avenue Suite 928,Jordanstad,51626,183.206.9076x56275,clarkcourtney@yahoo.com,1998-05-13,1985-06-11 07:35:38,81.7791635,61.812905,true
Katherine Maldonado,6149 Mullins Points,Wardburgh,38640,001-111-670-3481x74189,iwilliams@russell.org,1958-05-21,2014-06-07 14:01:47,-78.5332325,63.047610,false
Gabriel Jenkins,9974 Regina Fields,South Mitchell,71861,6805167382,yjones@hotmail.com,1969-04-26,1970-05-06 18:23:29,-3.220305,-169.244715,true
William Hernandez,68181 Mark Lodge,Christopherhaven,91176,4474058715,boltonvanessa@taylor.org,1943-04-06,1990-07-04 06:47:35,-24.363036,-102.991636,true
Allison Miranda,0596 Hernandez Parkways Suite 176,Sancheztown,22254,1174147498,barnesjonathan@sanchez-johnson.net,1904-11-12,2003-02-16 19:03:58,9.360297,-36.226072,false
Jonathan Sullivan,3924 Warren Trace,Dianefurt,54219,+1-850-674-7131,emilybenjamin@hotmail.com,1948-04-25,2013-01-23 19:34:01,-68.8111115,-128.927871,true
Robert Morris III,7445 Robert Plains Suite 916,Port Ricardo,90597,761.224.7060,adam24@solomon.biz,2014-08-29,1970-02-20 09:01:32,78.579410,-130.137202,true
